Price,Close,High,Low,Open,Volume,rsi,macd,macd_signal,ema_20,ema_50,atr,future_close,return_pct,target
2025-05-19 07:50:00+00:00,25002.5,25006.099609375,24981.849609375,24982.349609375,0.0,49.07835824595808,-6.35508141425089,-5.793217585492068,25001.62742892589,25010.885446865588,17.059718769586702,24996.44921875,-0.0002420070492950705,1
2025-05-19 07:55:00+00:00,24996.44921875,25003.650390625,24988.80078125,25002.44921875,0.0,46.483550517819445,-5.989207056820305,-5.832415479757716,25001.134266051995,25010.31932027282,16.90185381283051,24989.75,-0.0002680068153429917,1
2025-05-19 08:00:00+00:00,24989.75,25004.0,24984.05078125,24996.0,0.0,43.727022254012965,-6.168710898640711,-5.899674563534314,25000.05005023752,25009.512680262123,17.119522736914043,24991.44921875,6.799662861773327e-05,1
2025-05-19 08:05:00+00:00,24991.44921875,24993.0,24981.599609375,24991.099609375,0.0,44.6240261912166,-6.1034988983738,-5.940439430502212,24999.230923429182,25008.804309222432,16.711013300348753,24981.5,-0.00039810491432147653,1
2025-05-19 08:10:00+00:00,24981.5,24992.94921875,24978.25,24990.849609375,0.0,40.54841533808914,-6.776521204170422,-6.107655785235854,24997.542264054977,25007.733551998022,16.567313689609556,24974.75,-0.0002701999479614915,1
2025-05-19 08:15:00+00:00,24974.75,24985.44921875,24972.0,24982.599609375,0.0,38.01186977642543,-7.765054108094773,-6.439135449807639,24995.371572240216,25006.44007937065,16.344592622494588,24983.400390625,0.0003463654541086497,1
2025-05-19 08:20:00+00:00,24983.400390625,24984.80078125,24970.44921875,24977.650390625,0.0,42.93827683207104,-7.760995403383276,-6.703507440522767,24994.231459705432,25005.536562164947,16.20223332803069,24975.0,-0.00033623888236415726,1
2025-05-19 08:25:00+00:00,24975.0,24984.69921875,24972.55078125,24982.75,0.0,39.64338660454867,-8.339487745521183,-7.03070350152245,24992.39989211444,25004.339049923183,15.912676483171357,24949.5,-0.001021021021021021,0
2025-05-19 08:30:00+00:00,24949.5,24977.900390625,24944.19921875,24974.44921875,0.0,31.693046484470457,-10.731873623310094,-7.7709375258799795,24988.31418810354,25002.1884989458,17.1832832968734,24940.5,-0.0003607286719172729,1
2025-05-19 08:35:00+00:00,24940.5,24954.099609375,24934.900390625,24952.44921875,0.0,29.448324484960267,-13.2018981871297,-8.857129658129924,24983.760455903204,24999.7693421244,17.327278686382446,24940.349609375,-6.029976343698001e-06,1
2025-05-19 08:40:00+00:00,24940.349609375,24942.25,24919.30078125,24942.25,0.0,29.41083850058739,-14.998650608216847,-10.08543384814731,24979.626089567188,24997.439156526383,17.7288458337837,24958.69921875,0.000735739861806205,1
2025-05-19 08:45:00+00:00,24958.69921875,24960.19921875,24935.75,24940.19921875,0.0,39.52589917567648,-14.771651322938853,-11.02267734310562,24977.633054251262,24995.91994328025,18.208872470656296,24947.0,-0.00046874312829616805,1
2025-05-19 08:50:00+00:00,24947.0,24960.55078125,24944.599609375,24958.75,0.0,35.98534784235149,-15.35873598463877,-11.88988907141225,24974.71562051305,24994.001514132007,18.04760814239513,24938.849609375,-0.00032670824648254297,1
2025-05-19 08:55:00+00:00,24938.849609375,24951.69921875,24935.099609375,24950.19921875,0.0,33.71927624729831,-16.293847880730027,-12.770680833275808,24971.29980992848,24991.838694337614,17.944179659009766,24943.30078125,0.0001784834483033539,1
2025-05-19 09:00:00+00:00,24943.30078125,24946.55078125,24932.55078125,24938.5,0.0,36.08640453469134,-16.485721292134258,-13.5136889250475,24968.633235768622,24989.93524676555,17.66245254050907,24942.5,-3.210406100711223e-05,1
2025-05-19 09:05:00+00:00,24942.5,24948.19921875,24938.650390625,24945.19921875,0.0,35.83842962567273,-16.51205798149749,-14.113362736337498,24966.14435617161,24988.07504101004,17.082907939401277,24940.19921875,-9.224340984263806e-05,1
