Price,Close,High,Low,Open,Volume,rsi,macd,macd_signal,ema_20,ema_50,atr,future_close,return_pct,target
2025-07-31 04:34:00+00:00,55572.25,55607.6015625,55565.94921875,55593.8515625,0.0,18.699812037292432,-62.89300083686248,-42.10691001848432,55714.56660326317,55782.20672916542,35.40376814922128,55584.3984375,0.00021860618384175555,1
2025-07-31 04:35:00+00:00,55584.3984375,55596.25,55564.5,55578.5,0.0,22.25905293008543,-65.265737452959,-46.73867550537925,55702.16963509525,55774.44954125697,35.14278470999118,55599.94921875,0.0002797688144000614,1
2025-07-31 04:36:00+00:00,55599.94921875,55601.44921875,55580.3984375,55587.80078125,0.0,26.68374044370215,-65.14043188206415,-50.41902678071623,55692.43435734808,55767.60639135473,34.136213034277525,55627.55078125,0.0004964314336224593,1
2025-07-31 04:37:00+00:00,55627.55078125,55634.6015625,55604.05078125,55604.05078125,0.0,33.87738443259846,-62.098082852076914,-52.75483799498837,55686.25496914826,55762.11401448788,34.173079513971985,55603.8515625,-0.0004260338342630777,1
2025-07-31 04:38:00+00:00,55603.8515625,55636.0,55599.8515625,55626.8515625,0.0,31.05947044422884,-60.89734157100611,-54.38333871019192,55678.40702565795,55755.907643821694,34.31417651297399,55607.94921875,7.369374845183415e-05,1
2025-07-31 04:39:00+00:00,55607.94921875,55622.1484375,55602.25,55607.3515625,0.0,32.110956999048966,-58.935724495284376,-55.29381586721042,55671.69675833338,55750.105352642415,33.284480869190126,55607.8515625,-1.7561562936953638e-06,1
2025-07-31 04:40:00+00:00,55607.8515625,55612.0,55596.6015625,55605.1015625,0.0,32.098392025187,-56.73500307419454,-55.58205330860724,55665.616263492106,55744.52677263683,32.0069063428194,55616.94921875,0.00016360380763451654,1
2025-07-31 04:41:00+00:00,55616.94921875,55630.6484375,55605.80078125,55610.6484375,0.0,34.66334495949161,-53.63849943288369,-55.19334253346253,55660.98130685,55739.52373130794,31.49553133618944,55599.30078125,-0.00031732120779559455,1
2025-07-31 04:42:00+00:00,55599.30078125,55620.6015625,55595.44921875,55618.8984375,0.0,32.12795998002238,-52.00905142978445,-54.55648431272692,55655.106971078574,55734.02479208999,31.04244650860448,55596.75,-4.5877937566801405e-05,1
2025-07-31 04:43:00+00:00,55596.75,55608.6484375,55593.1484375,55598.3515625,0.0,31.76630719537836,-50.34320376149117,-53.713828202479775,55649.54916430919,55728.64146690998,29.932271757989877,55607.19921875,0.00018794657511455256,1
2025-07-31 04:44:00+00:00,55607.19921875,55611.75,55598.1484375,55598.1484375,0.0,34.994461686558324,-47.63078481896082,-52.49721952577599,55645.515836160695,55723.87902580567,28.865680918133453,55634.8984375,0.0004981228894668048,1
2025-07-31 04:45:00+00:00,55634.8984375,55636.80078125,55599.44921875,55606.75,0.0,42.72937953519434,-42.7532450084982,-50.54842462232043,55644.50465533587,55720.38959097015,29.471815316838207,55612.1015625,-0.00040975854437138784,1
2025-07-31 04:46:00+00:00,55612.1015625,55642.6484375,55612.1015625,55636.8984375,0.0,38.65294547389442,-40.26314834778168,-48.49136936741269,55641.41864649436,55716.14300161838,29.548605294206908,55606.3984375,-0.00010255186982262319,1
2025-07-31 04:47:00+00:00,55606.3984375,55613.30078125,55596.55078125,55613.30078125,0.0,37.684361557810405,-38.30832876063505,-46.45476124605716,55638.08338849489,55711.83929322158,28.63441920176356,55604.5,-3.414063045521262e-05,1
2025-07-31 04:48:00+00:00,55604.5,55620.5,55597.05078125,55605.8984375,0.0,37.34885573906242,-36.49165510962485,-44.4621400187707,55634.88497054299,55707.62990917367,28.264047740923303,55591.8515625,-0.00022747147263261068,1
2025-07-31 04:49:00+00:00,55591.8515625,55608.19921875,55587.05078125,55603.69921875,0.0,35.10627103972,-35.6614681453284,-42.70200564408224,55630.78655072937,55703.08958185314,27.75578986657164,55565.75,-0.00046952137348141597,1
2025-07-31 04:50:00+00:00,55565.75,55597.6015625,55552.3515625,55597.6015625,0.0,30.973207800432988,-36.68681419159111,-41.49896735358401,55624.592593517045,55697.703715898126,29.005376304673664,55575.8984375,0.00018263836086078203,1
2025-07-31 04:51:00+00:00,55575.8984375,55582.80078125,55559.19921875,55566.1015625,0.0,34.21604173780075,-36.26250267009891,-40.45167441688699,55619.95505484876,55692.92703831389,28.61938960433983,55597.3515625,0.0003860149021994837,1
2025-07-31 04:52:00+00:00,55597.3515625,55600.5,55570.94921875,55576.94921875,0.0,40.57190958452111,-33.805456575821154,-39.12243084867382,55617.80234129173,55689.17898043884,28.685917579029844,55596.1484375,-2.1639969642214016e-05,1
2025-07-31 04:53:00+00:00,55596.1484375,55600.8984375,55586.3984375,55597.3515625,0.0,40.33653567330614,-31.591148877159867,-37.61617445437104,55615.74006474014,55685.530723853,27.672637751956284,55614.5,0.0003300869397568149,1
2025-07-31 04:54:00+00:00,55614.5,55614.5,55595.94921875,55599.19921875,0.0,45.52759949898257,-28.03233701778663,-35.69940696705415,55615.62196333632,55682.74520527053,27.02107657324512,55629.1484375,0.0002633924156469985,1
2025-07-31 04:55:00+00:00,55629.1484375,55629.1484375,55605.80078125,55614.6484375,0.0,49.31815822358138,-23.75610095111915,-33.31074576386715,55616.91019897095,55680.64337124032,26.75868940729904,55620.6484375,-0.00015279759332555395,1
2025-07-31 04:56:00+00:00,55620.6484375,55642.3515625,55611.8515625,55629.1484375,0.0,47.262931777799686,-20.813111429357377,-30.8112188969652,55617.266221688005,55678.2906287407,27.02592587820625,55638.19921875,0.00031554434806206047,1
2025-07-31 04:57:00+00:00,55638.19921875,55648.3515625,55617.80078125,55618.69921875,0.0,51.73536690675474,-16.870101631066063,-28.022995443785373,55619.259840455816,55676.718416584205,27.277701261905808,55641.69921875,6.290642129230711e-05,1
2025-07-31 04:58:00+00:00,55641.69921875,55647.5,55625.94921875,55640.0,0.0,52.598692592309895,-13.30939479045628,-25.08027531311956,55621.39692410288,55675.345114708354,26.86863554676968,55628.6484375,-0.0002345503719915545,1
2025-07-31 04:59:00+00:00,55628.6484375,55641.75,55618.75,55640.5,0.0,49.07378028856386,-11.409081157042236,-22.346036481904097,55622.08754442642,55673.51387246489,26.592304436286128,55649.1015625,0.00036767251361462667,1
2025-07-31 05:00:00+00:00,55649.1015625,55649.1015625,55616.3984375,55628.6484375,0.0,54.24849699244873,-8.158625106276304,-19.508554206778538,55624.66030805247,55672.55652697608,27.028791619408544,55614.1484375,-0.0006280986398449548,1
2025-07-31 05:01:00+00:00,55614.1484375,55653.55078125,55612.8984375,55648.6484375,0.0,45.701946580327,-8.307279196349555,-17.26829920469274,55623.65917752367,55670.26601366329,28.001902485879363,55600.80078125,-0.0002400046863074833,1
2025-07-31 05:02:00+00:00,55600.80078125,55617.5,55593.5,55617.5,0.0,42.921096093856576,-9.393846526785635,-15.693408669111324,55621.48218740236,55667.54188690199,27.716052308316552,55594.30078125,-0.00011690479109415929,1
2025-07-31 05:03:00+00:00,55594.30078125,55613.05078125,55594.30078125,55601.80078125,0.0,41.593809623760016,-10.656611853744836,-14.686049306038026,55618.89348205452,55664.66968668035,27.07562000057965,55587.1015625,-0.00012949562542979303,1
2025-07-31 05:04:00+00:00,55587.1015625,55606.30078125,55582.25,55602.8515625,0.0,40.11419491414795,-12.098811689917056,-14.168601782813834,55615.86568019218,55661.6277994576,26.859560089823965,55595.75,0.0001555835302957113,1
2025-07-31 05:05:00+00:00,55595.75,55603.8984375,55587.05078125,55588.0,0.0,42.74895063718924,-12.400958294441809,-13.81507308513943,55613.94990112626,55659.04435634161,26.144424101265116,55602.0,0.00011241866509580319,1
2025-07-31 05:06:00+00:00,55602.0,55610.19921875,55591.8515625,55596.1484375,0.0,44.6443699936803,-11.997785881532764,-13.451615644418098,55612.81181530471,55656.80732275959,25.587512111889037,55612.69921875,0.00019242507014136182,1
2025-07-31 05:07:00+00:00,55612.69921875,55613.6015625,55582.1015625,55603.0,0.0,47.82864597742597,-10.691684223194898,-12.899629360173458,55612.801091823305,55655.07759319059,26.00983267532553,55603.3515625,-0.00016808492271219247,1
2025-07-31 05:08:00+00:00,55603.3515625,55628.75,55596.05078125,55613.0,0.0,45.37291421584259,-10.292224627934049,-12.378148413725576,55611.901136649656,55653.0491213988,26.48764596637371,55613.8984375,0.00018968056247733493,1
2025-07-31 05:09:00+00:00,55613.8984375,55618.6015625,55596.55078125,55605.30078125,0.0,48.58083482227519,-9.020621245574148,-11.70664298009529,55612.09135577826,55651.51380046159,26.1707270580613,55620.19921875,0.00011329508319005801,1
2025-07-31 05:10:00+00:00,55620.19921875,55624.5,55607.69921875,55614.5,0.0,50.45276767113411,-7.418925262296398,-10.849099436535514,55612.86353320415,55650.28577764937,25.501445214628347,55621.94921875,3.146338964226618e-05,1
2025-07-31 05:11:00+00:00,55621.94921875,55623.0,55610.05078125,55620.1015625,0.0,50.98648271361226,-5.939887950473349,-9.86725713932308,55613.72883658946,55649.17454004548,24.60485761001204,55619.69921875,-4.045165679381713e-05,1
2025-07-31 05:12:00+00:00,55619.69921875,55631.80078125,55612.55078125,55621.25,0.0,50.23720185555009,-4.892894182514283,-8.872384547961323,55614.29744441428,55648.01864509272,24.22236778072546,55615.44921875,-7.641177603792721e-05,1
2025-07-31 05:13:00+00:00,55615.44921875,55624.30078125,55609.19921875,55619.69921875,0.0,48.77901328193684,-4.355871781037422,-7.969081994576543,55614.40713720816,55646.74141268712,23.570881689245063,55636.6484375,0.0003811749980948274,1
2025-07-31 05:14:00+00:00,55636.6484375,55636.6484375,55605.6015625,55615.25,0.0,55.68814936686624,-2.194382400601171,-6.814142075781469,55616.52535628357,55646.34560973861,24.10488121144185,55643.6015625,0.0001249738292163818,1
2025-07-31 05:15:00+00:00,55643.6015625,55659.44921875,55617.6484375,55635.75,0.0,57.7033869883743,0.078764634214167,-5.435560733782341,55619.1040425899,55646.23800004298,25.36887407133886,55647.75,7.455372016745524e-05,1
2025-07-31 05:16:00+00:00,55647.75,55652.69921875,55628.3515625,55639.8984375,0.0,58.904247352208415,2.1897521727878484,-3.910498152468304,55621.8322290099,55646.29729415894,25.295929941243227,55668.3984375,0.00037105610738978666,1
2025-07-31 05:17:00+00:00,55668.3984375,55672.3515625,55648.25,55652.30078125,0.0,64.33235747182542,5.465874151181197,-2.035223691738404,55626.26710600896,55647.16400566251,25.24633226686871,55696.75,0.0005092936620375535,1
2025-07-31 05:18:00+00:00,55696.75,55714.75,55665.6015625,55666.75,0.0,70.16036052846522,10.23201032626821,0.4182231118629191,55632.97976257953,55649.10855446007,26.95362549780666,55691.25,-9.874902934192749e-05,1
2025-07-31 05:19:00+00:00,55691.25,55706.3515625,55684.1484375,55701.5,0.0,67.84440725787397,13.410812055168208,3.016740900523977,55638.52930900053,55650.76116016752,26.61430403367761,55699.44921875,0.00014722633717145872,1
2025-07-31 05:20:00+00:00,55699.44921875,55712.19921875,55691.6015625,55691.6015625,0.0,69.46272122072817,16.402565195399802,5.693905759499143,55644.331205167146,55652.6704957982,26.209655084843494,55700.69921875,2.2441873618728978e-05,1
2025-07-31 05:21:00+00:00,55700.69921875,55702.19921875,55677.3984375,55699.1015625,0.0,69.71297754665169,18.6593226107434,8.286989129747994,55649.69958741313,55654.553975129646,26.10902123949753,55707.1484375,0.00011578344330422804,1
2025-07-31 05:22:00+00:00,55707.1484375,55714.30078125,55697.5,55700.94921875,0.0,71.03200822693647,20.72926313431526,10.77544393066145,55655.17090646903,55656.61650306574,25.44414695453342,55696.25,-0.00019563804297445555,1
2025-07-31 05:23:00+00:00,55696.25,55720.30078125,55694.55078125,55708.44921875,0.0,65.81562888270432,21.245389463227184,12.869433037174598,55659.08320109103,55658.170757847474,25.46599360063817,55702.30078125,0.00010863893439863545,1
2025-07-31 05:24:00+00:00,55702.30078125,55715.44921875,55695.8515625,55698.3515625,0.0,67.25347430972965,21.89033264725731,14.673612959191145,55663.19916110617,55659.90134700052,25.046826647021163,55706.69921875,7.896330022835541e-05,1
2025-07-31 05:25:00+00:00,55706.69921875,55711.94921875,55682.3515625,55699.3984375,0.0,68.29735708375092,22.49704004047817,16.23829837544855,55667.34202373892,55661.73655765736,25.371885904376796,55712.80078125,0.00010953013884452716,1
2025-07-31 05:26:00+00:00,55712.80078125,55714.44921875,55693.75,55696.8984375,0.0,69.73849120675649,23.202738396532368,17.631186379665316,55671.67142921616,55663.73907622962,25.038123964778453,55705.94921875,-0.00012298004056378146,1
2025-07-31 05:27:00+00:00,55705.94921875,55716.55078125,55670.69921875,55713.55078125,0.0,66.10458464562313,22.944653907426986,18.693879885217648,55674.93598060034,55665.3943759363,26.524798145865702,55674.8515625,-0.0005582465910038362,1
2025-07-31 05:28:00+00:00,55674.8515625,55706.19921875,55654.80078125,55706.19921875,0.0,52.68569354211581,20.00024870763445,18.95515364970101,55674.92794078127,55665.76524599762,28.30148667116101,55708.80078125,0.0006097765471702959,1
2025-07-31 05:29:00+00:00,55708.80078125,55711.80078125,55675.25,55675.25,0.0,61.80189095464416,20.173655260980013,19.19885397195681,55678.153925587816,55667.452914046735,28.91918181964951,55727.8984375,0.00034281219452183447,1
2025-07-31 05:30:00+00:00,55727.8984375,55731.6484375,55710.05078125,55711.6484375,0.0,65.79446188668763,21.60307564879622,19.679698307324696,55682.891498150886,55669.82332673118,28.4855014218174,55751.3984375,0.0004216918394357853,1
2025-07-31 05:31:00+00:00,55751.3984375,55764.8984375,55729.44921875,55729.44921875,0.0,69.95589165506709,24.351446885419136,20.614048022943585,55689.41596856509,55673.0223506829,29.093679891687582,55769.30078125,0.0003211102187879536,1
2025-07-31 05:32:00+00:00,55769.30078125,55772.6015625,55746.25,55753.6484375,0.0,72.68244889657399,27.65532702083874,22.022303822522616,55697.02404596365,55676.79797541102,28.897814363709895,55769.94921875,1.1627140575841841e-05,1
2025-07-31 05:33:00+00:00,55769.94921875,55788.8984375,55764.5,55769.8984375,0.0,72.7788107864152,29.98040388453228,23.61392383492455,55703.96930051473,55680.45096534589,28.576430302016337,55790.6484375,0.0003711536237698576,1
2025-07-31 05:34:00+00:00,55790.6484375,55791.6015625,55767.3984375,55772.19921875,0.0,75.7227784840362,33.111608006976894,25.513460669335014,55712.22445641809,55684.772434842125,28.264051351872315,55846.1484375,0.0009947903735547077,2
2025-07-31 05:35:00+00:00,55846.1484375,55855.5,55786.80078125,55788.30078125,0.0,81.50002399213251,39.614840775189805,28.333736690505976,55724.97912128303,55691.10090553459,31.15227759459572,55843.55078125,-4.651451035888638e-05,1
2025-07-31 05:36:00+00:00,55843.55078125,55861.55078125,55831.1015625,55848.6015625,0.0,80.53402949546557,44.051294544879056,31.477248261380595,55736.271660327504,55697.07933203324,31.102059105696025,55851.75,0.00014682481030115594,1
2025-07-31 05:37:00+00:00,55851.75,55860.94921875,55819.44921875,55843.3984375,0.0,81.28793032002415,47.67920831547963,34.7176402722004,55747.26959743917,55703.14484842409,31.84476916957488,55851.8984375,2.657705443428362e-06,1
2025-07-31 05:38:00+00:00,55851.8984375,55865.0,55834.8984375,55852.05078125,0.0,81.30204880255003,49.99007926606282,37.77212807097288,55757.23424887353,55708.9783225055,31.720254407462388,55846.80078125,-9.127095752536389e-05,1
2025-07-31 05:39:00+00:00,55846.80078125,55877.55078125,55831.05078125,55850.69921875,0.0,79.0949263980724,50.82425254055852,40.38255296489001,55765.76439481415,55714.3831248092,32.77595052121507,55819.6015625,-0.0004870327103702575,1
2025-07-31 05:40:00+00:00,55819.6015625,55848.69921875,55815.6484375,55848.69921875,0.0,68.42183531669657,48.728875091335794,42.05181739017917,55770.89174411756,55718.50933805198,32.79558128755686,55816.75,-5.108532522947458e-05,1
2025-07-31 05:41:00+00:00,55816.75,55832.8515625,55816.55078125,55824.0,0.0,67.3950474663003,46.30440771555004,42.90233545525334,55775.259197058745,55722.36191303034,31.617381284874224,55800.55078125,-0.00029022146129969946,1
2025-07-31 05:42:00+00:00,55800.55078125,55818.69921875,55800.55078125,55814.25,0.0,61.72791375417381,42.58496531040146,42.838861426282975,55777.66791936267,55725.4281431566,30.65531387166892,55801.69921875,2.0581114055703834e-05,1
2025-07-31 05:43:00+00:00,55801.69921875,55803.80078125,55788.6484375,55803.30078125,0.0,61.97205229388639,39.2771867558331,42.126526492193,55779.95661454241,55728.41916572889,29.54795886297828,55809.3515625,0.00013713460086585904,1
2025-07-31 05:44:00+00:00,55809.3515625,55812.25,55798.3515625,55801.3984375,0.0,63.63657885864083,36.8484624694247,41.07091368763934,55782.75613339551,55731.59298521011,28.43013590847983,55796.3515625,-0.0002329358725023262,1
2025-07-31 05:45:00+00:00,55796.3515625,55817.1015625,55790.0,55808.8515625,0.0,58.91842060135774,33.488653271022486,39.554461604315975,55784.05093616737,55734.132537260695,28.33523780787413,55809.5,0.00023565048846019697,1
2025-07-31 05:46:00+00:00,55809.5,55813.44921875,55792.5,55797.3984375,0.0,61.98815046482572,31.523565257783048,37.94828233500939,55786.47465653238,55737.08812403478,27.807665018025972,55805.1015625,-7.881162705274191e-05,1
2025-07-31 05:47:00+00:00,55805.1015625,55818.3515625,55801.05078125,55809.5,0.0,60.363221431494345,29.273850970967032,36.213396062200914,55788.24864757692,55739.75531770008,27.057173320309836,55794.5,-0.00018997479089123375,1
2025-07-31 05:48:00+00:00,55794.5,55808.6484375,55789.55078125,55805.1015625,0.0,56.51760797489476,26.331940478776232,34.23710494551598,55788.84401447435,55741.90216798636,26.488636386716276,55817.1484375,0.0004059259873285001,1
2025-07-31 05:49:00+00:00,55817.1484375,55817.3515625,55793.05078125,55794.1015625,0.0,62.0761254153492,25.53365872017457,32.4964157004477,55791.53967381013,55744.853002084936,26.33236101980797,55852.5,0.0006333459069408413,1
2025-07-31 05:50:00+00:00,55852.5,55852.75,55815.05078125,55818.05078125,0.0,68.78390992448794,27.437310091983814,31.484594578754923,55797.345419161546,55749.074452983565,27.1442794291074,55857.3984375,8.770310192023634e-05,1
2025-07-31 05:51:00+00:00,55857.3984375,55859.05078125,55842.0,55853.05078125,0.0,69.58663083224315,29.00685749050172,30.989047161104285,55803.06475424139,55753.32245237637,26.42331527345687,55862.1015625,8.419878353737552e-05,1
2025-07-31 05:52:00+00:00,55862.1015625,55869.5,55848.1484375,55858.1015625,0.0,70.37434324678195,30.28117545241548,30.847472819366526,55808.68730740888,55757.5882998322,26.06104721820995,55855.0,-0.00012712666192936877,1
2025-07-31 05:53:00+00:00,55855.0,55864.1484375,55845.6015625,55863.3984375,0.0,67.53018867759343,30.36798168522364,30.75157459253795,55813.0980400366,55761.40836650545,25.52432063119496,55899.55078125,0.0007976149180914869,1
2025-07-31 05:54:00+00:00,55899.55078125,55900.19921875,55853.1015625,55853.8515625,0.0,74.49425561836821,33.64382687690522,31.330025049411404,55821.33163443788,55766.82571610328,27.06527317539532,55923.44921875,0.00042752467892847695,1
