Price,Close,High,Low,Open,Volume,rsi,macd,macd_signal,ema_20,ema_50,atr,future_close,return_pct,target
2025-05-19 07:50:00+00:00,55585.19921875,55589.6015625,55531.05078125,55535.8515625,0.0,49.01130261260863,0.1296654222678626,12.798104197236324,55596.04619749732,55568.845531110775,50.52373779463353,55548.5,-0.0006602336461109708,1
2025-05-19 07:55:00+00:00,55548.5,55599.5,55533.3984375,55586.0,0.0,44.1266760606588,-3.406455930577067,9.557192171673648,55591.51798821186,55568.04766714565,51.636439559302566,55557.19921875,0.00015660582643995787,1
2025-05-19 08:00:00+00:00,55557.19921875,55591.8984375,55538.44921875,55549.05078125,0.0,45.51291100589922,-5.44414659528411,6.556924418282096,55588.2495339774,55567.62223779681,51.76592378720953,55562.5,9.541123966902635e-05,1
2025-05-19 08:05:00+00:00,55562.5,55565.30078125,55528.44921875,55556.25,0.0,46.38579497759656,-6.55573198392085,3.934393137841507,55585.79719740812,55567.421365726346,50.70061226669456,55519.3984375,-0.0007757311586051743,1
2025-05-19 08:10:00+00:00,55519.3984375,55561.1015625,55512.44921875,55558.1015625,0.0,40.67924515147018,-10.790224302843852,0.9894696497044352,55579.4735059883,55565.53811363904,50.654195765502095,55502.55078125,-0.0003034553097502661,1
2025-05-19 08:15:00+00:00,55502.55078125,55529.3515625,55483.25,55521.3984375,0.0,38.676319140293344,-15.328853549253836,-2.274194990087219,55572.1475322037,55563.06802217281,50.32900767510909,55529.44921875,0.0004846342577301311,1
2025-05-19 08:20:00+00:00,55529.44921875,55532.05078125,55480.0,55506.30078125,0.0,43.46261948596788,-16.564327562264225,-5.1322215045226205,55568.081026160486,55561.74963772486,50.45199150188701,55502.80078125,-0.00047989738553001754,1
2025-05-19 08:25:00+00:00,55502.80078125,55530.3515625,55489.55078125,55530.3515625,0.0,40.121597528150126,-19.469325548954657,-7.999642313409028,55561.86385997853,55559.43791786311,49.76261934103793,55423.05078125,-0.0014368644262532642,0
2025-05-19 08:30:00+00:00,55423.05078125,55508.25,55407.69921875,55501.5,0.0,32.155254414583936,-27.88527182857069,-11.976768216441362,55548.64356676629,55554.089402701815,53.39034519167808,55402.3515625,-0.0003734767115527081,1
2025-05-19 08:35:00+00:00,55402.3515625,55437.55078125,55383.6015625,55428.0,0.0,30.46449166019454,-35.812400787486695,-16.743894730650428,55534.7109949314,55548.13889916449,53.43026473155822,55399.6015625,-4.963688223409966e-05,1
2025-05-19 08:40:00+00:00,55399.6015625,55406.30078125,55355.8984375,55406.30078125,0.0,30.23701696657936,-41.83436905116832,-21.76198959475401,55521.84342993793,55542.31390556981,53.21398466144692,55457.25,0.001040592998398426,2
2025-05-19 08:45:00+00:00,55457.25,55457.25,55395.94921875,55400.75,0.0,40.30052098580125,-41.47695465318248,-25.7049826064397,55515.69167470575,55538.9780661357,53.79161298920072,55421.8984375,-0.0006374561035752765,1
2025-05-19 08:50:00+00:00,55421.8984375,55457.5,55415.44921875,55455.1015625,0.0,36.79524927531296,-43.5443249436139,-29.27285107387454,55506.75898544805,55534.38670814999,52.95298215068637,55396.25,-0.0004627852567866126,1
2025-05-19 08:55:00+00:00,55396.25,55444.3984375,55383.80078125,55425.30078125,0.0,34.45379805888962,-46.7138570806419,-32.76105227522802,55496.23432016729,55528.96958234019,53.499030300637344,55423.69921875,0.0004955068032583432,1
2025-05-19 09:00:00+00:00,55423.69921875,55427.5,55381.55078125,55403.8515625,0.0,38.93254902892123,-46.47507583949482,-35.50385698808138,55489.326215270405,55524.84133278764,52.95975804702039,55401.75,-0.0003960258708710391,1
2025-05-19 09:05:00+00:00,55401.75,55435.80078125,55391.55078125,55420.5,0.0,36.76900836175566,-47.50930085467553,-37.90494576140021,55480.98562333989,55520.01422169793,52.33763247223322,55391.55078125,-0.00018409560618572518,1
2025-05-19 09:10:00+00:00,55391.55078125,55422.1015625,55389.3984375,55405.19921875,0.0,35.774166011580874,-48.59178746650287,-40.04231410242075,55472.468019331325,55514.976439719576,50.93516765278799,55353.05078125,-0.0006950518528004856,1
2025-05-19 09:15:00+00:00,55353.05078125,55395.55078125,55303.6484375,55394.55078125,0.0,32.229286010643975,-51.957362020315486,-42.4253236859997,55461.09494903786,55508.62641389724,53.86139451687456,55338.80078125,-0.0002574383850370713,1
2025-05-19 09:20:00+00:00,55338.80078125,55358.19921875,55329.05078125,55353.1484375,0.0,31.004675374676975,-55.138853627788194,-44.9680296743574,55449.44788543902,55501.96658516597,52.09618330138352,55362.44921875,0.00042733917551774286,1
2025-05-19 09:25:00+00:00,55362.44921875,55369.5,55337.3984375,55339.19921875,0.0,35.39205808718708,-55.11662721052562,-46.99774918159105,55441.16229813531,55496.49531589476,50.66799610128469,55419.6484375,0.0010331771725631664,2
