Price,Close,High,Low,Open,Volume,rsi,macd,macd_signal,ema_20,ema_50,atr,future_close,return_pct,target
2025-04-28 09:45:00+00:00,24312.900390625,24337.75,24309.55078125,24325.599609375,0.0,56.65227274533576,39.04826760473589,47.24326187341488,24287.85664866038,24237.587231245383,46.44959476928652,24417.099609375,0.004285758468791283,2
2025-04-29 03:45:00+00:00,24417.099609375,24456.849609375,24370.69921875,24370.69921875,0.0,66.98088224576423,44.6906890410246,46.73274730693683,24300.165502061773,24244.626932348507,53.41385362505177,24316.599609375,-0.0041159679735840865,0
2025-04-29 04:00:00+00:00,24316.599609375,24452.900390625,24304.599609375,24418.25,0.0,53.6924185229137,40.58499997782201,45.503197841113874,24301.730655139225,24247.449390271115,60.19149131254808,24390.25,0.0030288112568422148,2
2025-04-29 04:15:00+00:00,24390.25,24395.0,24291.0,24317.849609375,0.0,59.96139356641652,42.781029736252094,44.95876422014152,24310.16106893549,24253.049414182053,63.320670504508925,24351.55078125,-0.001586667572083107,0
2025-04-29 04:30:00+00:00,24351.55078125,24396.150390625,24333.80078125,24390.0,0.0,55.69489451316717,40.92691560412641,44.1523944969385,24314.10294629877,24256.9122128906,63.251308995258285,24317.80078125,-0.0013859486939117873,0
2025-04-29 04:45:00+00:00,24317.80078125,24354.099609375,24311.30078125,24351.30078125,0.0,52.2060844958425,36.315550792867725,42.585025756124345,24314.45512105603,24259.299999885083,61.79041750452556,24321.5,0.00015211979007790236,1
2025-04-29 05:00:00+00:00,24321.5,24335.25,24305.5,24318.849609375,0.0,52.5568816660408,32.58390007700655,40.58480062030079,24315.12606190784,24261.739215575864,59.5018162542023,24333.80078125,0.0005057575087885204,1
2025-04-29 05:15:00+00:00,24333.80078125,24353.69921875,24317.94921875,24321.849609375,0.0,53.77193829519105,30.2701745152699,38.521875399294615,24316.90460660709,24264.565159327794,57.80525795033071,24356.05078125,0.0009143659965008163,2
2025-04-29 05:30:00+00:00,24356.05078125,24369.849609375,24332.80078125,24334.69921875,0.0,55.9686222164533,29.887396089226968,36.79497953728109,24320.63281371594,24268.15283077572,56.32265581994995,24349.25,-0.00027922347966343705,1
2025-04-29 05:45:00+00:00,24349.25,24360.349609375,24338.94921875,24356.55078125,0.0,55.1066771557593,28.70438889116849,35.17686140805857,24323.358260028708,24271.333111921773,53.82820830602496,24354.400390625,0.00021152153043728247,1
