Price,Close,High,Low,Open,Volume,rsi,macd,macd_signal,ema_20,ema_50,atr
2025-07-31 04:34:00+00:00,24661.900390625,24663.75,24654.05078125,24656.5,0.0,34.14172082904092,-9.916134575618344,-5.140039844675834,24684.933683394538,24693.144480177987,11.367852989626593
2025-07-31 04:35:00+00:00,24666.44921875,24668.099609375,24659.5,24660.94921875,0.0,37.55710158879336,-10.101151041384583,-6.132262084017585,24683.173258190298,24692.09760718081,11.170121302867551
2025-07-31 04:36:00+00:00,24666.69921875,24668.30078125,24663.599609375,24666.650390625,0.0,37.748177519486276,-10.111051109532127,-6.928019889120494,24681.60430205313,24691.10159194823,10.708053486591298
2025-07-31 04:37:00+00:00,24682.599609375,24682.599609375,24667.44921875,24667.44921875,0.0,48.53487359715376,-8.735174690165877,-7.289450849329571,24681.699093226638,24690.768180866926,11.078934710763349
2025-07-31 04:38:00+00:00,24679.44921875,24687.0,24679.44921875,24682.75,0.0,46.80440240955686,-7.808975896474294,-7.3933558587585155,24681.48481946696,24690.324299999596,10.826923749280253
2025-07-31 04:39:00+00:00,24678.150390625,24682.900390625,24677.69921875,24679.099609375,0.0,46.075032104979336,-7.097940613421088,-7.33427280969103,24681.167254815347,24689.84689178883,10.425084329688806
2025-07-31 04:40:00+00:00,24672.5,24678.75,24667.349609375,24678.099609375,0.0,42.94004781817267,-6.910716887512535,-7.249561625255332,24680.341801975792,24689.166621522603,10.494749065068177
2025-07-31 04:41:00+00:00,24678.650390625,24683.44921875,24673.150390625,24673.150390625,0.0,47.15490906129709,-6.194647572199756,-7.038578814644216,24680.18071518048,24688.754220310933,10.52721118542045
2025-07-31 04:42:00+00:00,24672.400390625,24679.349609375,24671.849609375,24679.349609375,0.0,43.628113287390576,-6.061605828610482,-6.84318421743747,24679.43973188948,24688.112893656584,10.310981815033275
2025-07-31 04:43:00+00:00,24665.599609375,24673.599609375,24665.30078125,24672.44921875,0.0,40.112533456504586,-6.43080517960334,-6.760708409870644,24678.12162498334,24687.230019763192,10.16725655145947
2025-07-31 04:44:00+00:00,24673.599609375,24674.0,24665.94921875,24665.94921875,0.0,45.65966781966422,-6.008601763092884,-6.610287080515093,24677.690956830167,24686.695493865616,10.04105184242665
2025-07-31 04:45:00+00:00,24674.849609375,24674.849609375,24667.150390625,24673.19921875,0.0,46.49362354477076,-5.509626416675019,-6.390154947747079,24677.420352310626,24686.23094937579,9.873778050110461
2025-07-31 04:46:00+00:00,24679.099609375,24682.94921875,24675.150390625,24675.150390625,0.0,49.340354676808154,-4.716872211742157,-6.055498400546095,24677.580281554852,24685.9512889836,9.747051716174
2025-07-31 04:47:00+00:00,24674.0,24679.05078125,24671.44921875,24678.55078125,0.0,46.1664077716877,-4.448821406320349,-5.734163001700946,24677.239302359154,24685.482610984243,9.597290209661569
2025-07-31 04:48:00+00:00,24674.5,24680.0,24673.30078125,24673.849609375,0.0,46.529593399348066,-4.148225232198456,-5.416975447800448,24676.97841642019,24685.05192035741,9.390285105400027
2025-07-31 04:49:00+00:00,24675.30078125,24677.05078125,24672.80078125,24674.5,0.0,47.14461883481828,-3.801562201391789,-5.093892798518716,24676.818641642076,24684.669522745357,9.02312188358574
2025-07-31 04:50:00+00:00,24671.150390625,24676.19921875,24667.349609375,24676.19921875,0.0,44.30049851601923,-3.8177227575833967,-4.838658790331653,24676.27880821188,24684.13936070142,9.010728132972472
2025-07-31 04:51:00+00:00,24668.05078125,24672.099609375,24666.69921875,24670.599609375,0.0,42.250514324404335,-4.034139636278269,-4.677754959520977,24675.49518659646,24683.50843601705,8.75284688240301
2025-07-31 04:52:00+00:00,24683.099609375,24683.900390625,24668.0,24668.44921875,0.0,53.50088820701874,-2.957247600934352,-4.333653487803652,24676.219417337277,24683.492403599717,9.263385721159937
2025-07-31 04:53:00+00:00,24680.30078125,24683.650390625,24678.099609375,24683.30078125,0.0,51.4917281602623,-2.303096282925253,-3.9275420468279725,24676.608118662298,24683.367241938944,8.998199687505656
2025-07-31 04:54:00+00:00,24686.25,24686.900390625,24680.19921875,24680.94921875,0.0,55.3316455961299,-1.2897569023407414,-3.3999850179305264,24677.52639307541,24683.480291274675,8.83412627232668
2025-07-31 04:55:00+00:00,24686.75,24687.44921875,24683.19921875,24686.400390625,0.0,55.64940635996516,-0.4412459129707713,-2.8082371969385758,24678.404831830136,24683.608515146258,8.506688681446203
2025-07-31 04:56:00+00:00,24684.150390625,24689.75,24680.19921875,24687.30078125,0.0,53.51773233035304,0.02119409622901003,-2.242350938305059,24678.952027905838,24683.629765165035,8.581266722057189
2025-07-31 04:57:00+00:00,24690.349609375,24691.75,24683.30078125,24683.650390625,0.0,57.68078069148859,0.8777876892345375,-1.6183232127971396,24680.03751185528,24683.89328846739,8.571834724053103
2025-07-31 04:58:00+00:00,24687.30078125,24692.80078125,24683.69921875,24690.55078125,0.0,55.06856765042585,1.2956933867280895,-1.035519892892094,24680.729251797635,24684.026915635335,8.609672422335024
2025-07-31 04:59:00+00:00,24678.400390625,24688.25,24671.80078125,24687.30078125,0.0,48.20527057949108,0.8983439729527163,-0.6487471197231318,24680.50745549548,24683.806267595715,9.169640017168236
2025-07-31 05:00:00+00:00,24685.19921875,24685.69921875,24672.150390625,24677.30078125,0.0,53.021808549807,1.119149451067642,-0.2951678055649771,24680.95429009115,24683.860893131176,9.482439167727648
2025-07-31 05:01:00+00:00,24674.75,24685.30078125,24673.30078125,24685.30078125,0.0,45.949451283524375,0.4458354444541328,-0.14696715556115514,24680.363405320564,24683.503603204463,9.662264941461387
