Price,Close,High,Low,Open,Volume,rsi,macd,macd_signal,ema_20,ema_50,atr
2025-04-28 09:45:00+00:00,55428.1015625,55446.6015625,55377.5,55422.25,0.0,58.850356769992544,116.82469160208711,143.0524830829513,55347.88232210378,55161.25180691928,120.1696239795984
2025-04-29 03:45:00+00:00,55786.5,55957.25,55516.55078125,55516.55078125,0.0,71.64678203676694,138.00787275918265,142.04356101819758,55389.655434284374,55185.771343902845,149.3823963739128
2025-04-29 04:00:00+00:00,55521.3984375,55866.0,55473.8515625,55792.05078125,0.0,57.42236362288463,131.88393993060163,140.0116368006784,55402.20238697158,55198.93319071057,166.72282788291903
2025-04-29 04:15:00+00:00,55676.30078125,55708.55078125,55501.19921875,55526.8984375,0.0,62.15087132118097,137.93991809987347,139.59729306051742,55428.30699595048,55217.65348837879,169.62488035556768
2025-04-29 04:30:00+00:00,55531.75,55695.1015625,55494.19921875,55677.55078125,0.0,55.91085374005295,129.5815490091336,137.59414425024065,55438.15871062186,55229.97099863845,171.8589848837414
2025-04-29 04:45:00+00:00,55457.75,55549.3984375,55435.19921875,55529.05078125,0.0,52.97838579724783,115.65312252484,133.20593990516053,55440.024547705485,55238.903508495765,167.74043015990273
2025-04-29 05:00:00+00:00,55388.69921875,55495.3515625,55387.44921875,55458.44921875,0.0,50.32591628697281,97.9142289399897,126.14759771212637,55435.1364211383,55244.777850074366,163.46628113062394
2025-04-29 05:15:00+00:00,55425.75,55514.30078125,55371.75,55391.05078125,0.0,51.722634192990235,85.8560215992693,118.08928248955496,55434.24247626798,55251.87479713027,161.97231685343652
2025-04-29 05:30:00+00:00,55454.94921875,55495.8515625,55417.3515625,55428.44921875,0.0,52.84785773512398,77.75957436252793,110.02334086414956,55436.214546980555,55259.83849993889,156.0100085067625
2025-04-29 05:45:00+00:00,55401.44921875,55482.8515625,55401.44921875,55454.75,0.0,50.524252351854564,66.26224875697517,101.27112244271468,55432.90356333955,55265.39186146089,150.68088959556516
2025-04-29 06:00:00+00:00,55434.75,55442.05078125,55344.8515625,55399.8984375,0.0,51.94069120423158,59.15571980666573,92.8480419155049,55433.07941445007,55272.03335708988,146.8607702494534
