Price,Close,High,Low,Open,Volume,rsi,macd,macd_signal,ema_20,ema_50,atr
2025-07-11 04:34:00+00:00,56873.6015625,56892.75,56869.69921875,56881.55078125,0.0,23.673583406326813,-29.710569989169016,-24.493396239714485,56936.57545902228,56968.32276072522,23.24335443439529
2025-07-11 04:35:00+00:00,56884.8515625,56898.19921875,56852.25,56872.80078125,0.0,29.258276714044385,-30.109617882226303,-25.61664056821685,56931.6493736392,56965.04938040266,24.86520188550991
2025-07-11 04:36:00+00:00,56870.69921875,56884.69921875,56861.80078125,56884.0,0.0,26.61959820274045,-31.20809458894655,-26.734931372362794,56925.84459698309,56961.34937406334,24.735600411544915
2025-07-11 04:37:00+00:00,56861.75,56872.19921875,56855.44921875,56870.75,0.0,25.079334156913177,-32.426974477821204,-27.87333999345448,56919.740349651365,56957.443516256935,24.16520038214885
2025-07-11 04:38:00+00:00,56858.25,56865.5,56849.1015625,56862.3515625,0.0,24.482683257354623,-33.29160146223148,-28.956992287209882,56913.88412587505,56953.553574442936,23.6104316048525
2025-07-11 04:39:00+00:00,56866.6015625,56867.75,56854.44921875,56858.25,0.0,28.83343852809257,-32.92340278663323,-29.750274387094553,56909.381024601236,56950.14369162165,22.87402800807732
2025-07-11 04:40:00+00:00,56830.3515625,56867.3515625,56830.3515625,56866.3515625,0.0,22.715941079473097,-35.15147045918275,-30.83051360151219,56901.854409163025,56945.44596106786,23.88302600750037
2025-07-11 04:41:00+00:00,56831.8515625,56840.80078125,56827.30078125,56830.44921875,0.0,23.439790786167762,-36.37686284696974,-31.939783450603702,56895.187471385594,56940.991278771085,23.141381292678915
2025-07-11 04:42:00+00:00,56838.0,56843.8515625,56829.30078125,56831.6484375,0.0,26.47945348154198,-36.43190331777441,-32.83820742403785,56889.74104553935,56936.95240509379,22.527767003916136
2025-07-11 04:43:00+00:00,56818.69921875,56840.30078125,56813.94921875,56839.0,0.0,23.345959791589962,-37.59951126990927,-33.790468193212135,56882.97515727369,56932.31502523718,22.800895253636412
2025-07-11 04:44:00+00:00,56816.5,56823.94921875,56808.0,56822.3984375,0.0,23.011804223648113,-38.26125561964727,-34.68462567849917,56876.644189914296,56927.7732595416,22.311489789090956
2025-07-11 04:45:00+00:00,56805.44921875,56816.5,56800.8515625,56814.6015625,0.0,21.35756631711044,-39.225234390869446,-35.592747420973225,56869.86371647007,56922.97623833409,21.835557482727317
2025-07-11 04:46:00+00:00,56816.6015625,56820.0,56801.55078125,56805.05078125,0.0,27.056477374091116,-38.64383154051029,-36.20296424488064,56864.79113037768,56918.80468241903,21.593676144675364
2025-07-11 04:47:00+00:00,56811.1484375,56823.1484375,56796.1015625,56817.25,0.0,26.061974067164897,-38.182938064703194,-36.59895900884515,56859.682302484565,56914.582868892794,21.983190348627122
2025-07-11 04:48:00+00:00,56801.6015625,56816.3515625,56797.25,56809.3515625,0.0,24.372921976117482,-38.14828006440075,-36.908823219956275,56854.15080343842,56910.152229426414,21.777359788010898
2025-07-11 04:49:00+00:00,56786.69921875,56804.8515625,56781.19921875,56801.6015625,0.0,21.97844472035287,-38.87517908051814,-37.30209439206865,56847.7268429919,56905.31093489009,21.911287213867265
2025-07-11 04:50:00+00:00,56801.0,56802.8984375,56781.25,56786.44921875,0.0,29.169810688245633,-37.8608618101789,-37.413847875690706,56843.27666746886,56901.220309992445,21.89251223430532
