Price,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Datetime,,,,,
2025-07-31 03:45:00+00:00,24699.099609375,24699.400390625,24654.05078125,24654.599609375,0
2025-07-31 03:46:00+00:00,24665.25,24695.55078125,24664.349609375,24693.5,0
2025-07-31 03:47:00+00:00,24661.25,24666.650390625,24639.55078125,24665.349609375,0
2025-07-31 03:48:00+00:00,24666.69921875,24676.80078125,24657.150390625,24661.400390625,0
2025-07-31 03:49:00+00:00,24680.30078125,24683.94921875,24667.55078125,24667.55078125,0
2025-07-31 03:50:00+00:00,24702.69921875,24714.80078125,24669.900390625,24680.349609375,0
2025-07-31 03:51:00+00:00,24706.5,24714.44921875,24696.80078125,24703.05078125,0
2025-07-31 03:52:00+00:00,24705.05078125,24706.599609375,24686.55078125,24704.650390625,0
2025-07-31 03:53:00+00:00,24711.849609375,24728.55078125,24705.5,24707.19921875,0
2025-07-31 03:54:00+00:00,24718.650390625,24719.19921875,24703.55078125,24713.650390625,0
2025-07-31 03:55:00+00:00,24699.599609375,24719.30078125,24695.44921875,24718.55078125,0
2025-07-31 03:56:00+00:00,24714.599609375,24715.69921875,24693.69921875,24698.349609375,0
2025-07-31 03:57:00+00:00,24718.44921875,24725.849609375,24713.55078125,24713.55078125,0
2025-07-31 03:58:00+00:00,24715.55078125,24720.650390625,24712.55078125,24719.30078125,0
2025-07-31 03:59:00+00:00,24709.400390625,24719.400390625,24707.19921875,24715.55078125,0
2025-07-31 04:00:00+00:00,24703.05078125,24708.55078125,24695.0,24708.400390625,0
2025-07-31 04:01:00+00:00,24709.400390625,24712.0,24694.75,24703.099609375,0
2025-07-31 04:02:00+00:00,24712.650390625,24719.25,24708.94921875,24708.94921875,0
2025-07-31 04:03:00+00:00,24696.599609375,24713.900390625,24696.5,24712.349609375,0
2025-07-31 04:04:00+00:00,24711.55078125,24711.55078125,24696.80078125,24697.349609375,0
2025-07-31 04:05:00+00:00,24696.900390625,24712.75,24696.25,24711.900390625,0
2025-07-31 04:06:00+00:00,24695.80078125,24700.44921875,24693.80078125,24697.400390625,0
2025-07-31 04:07:00+00:00,24697.80078125,24699.94921875,24693.05078125,24696.849609375,0
2025-07-31 04:08:00+00:00,24691.900390625,24698.69921875,24689.900390625,24698.69921875,0
2025-07-31 04:09:00+00:00,24687.94921875,24692.150390625,24686.349609375,24691.900390625,0
2025-07-31 04:10:00+00:00,24690.30078125,24691.55078125,24684.650390625,24687.599609375,0
2025-07-31 04:11:00+00:00,24700.900390625,24706.44921875,24690.349609375,24690.5,0
2025-07-31 04:12:00+00:00,24702.19921875,24704.599609375,24695.69921875,24701.55078125,0
2025-07-31 04:13:00+00:00,24703.25,24705.400390625,24701.150390625,24703.75,0
2025-07-31 04:14:00+00:00,24707.94921875,24710.69921875,24703.5,24703.5,0
2025-07-31 04:15:00+00:00,24703.69921875,24708.94921875,24701.0,24707.55078125,0
2025-07-31 04:16:00+00:00,24704.599609375,24705.849609375,24701.849609375,24702.900390625,0
2025-07-31 04:17:00+00:00,24696.94921875,24705.55078125,24694.94921875,24704.94921875,0
2025-07-31 04:18:00+00:00,24700.75,24702.75,24689.400390625,24695.650390625,0
2025-07-31 04:19:00+00:00,24693.349609375,24700.849609375,24687.80078125,24700.25,0
2025-07-31 04:20:00+00:00,24691.400390625,24695.650390625,24690.0,24694.05078125,0
2025-07-31 04:21:00+00:00,24700.80078125,24704.650390625,24688.650390625,24692.0,0
2025-07-31 04:22:00+00:00,24706.400390625,24707.349609375,24701.400390625,24701.599609375,0
2025-07-31 04:23:00+00:00,24705.849609375,24707.349609375,24702.650390625,24706.69921875,0
2025-07-31 04:24:00+00:00,24702.150390625,24706.69921875,24700.900390625,24705.94921875,0
2025-07-31 04:25:00+00:00,24704.69921875,24704.80078125,24701.599609375,24701.94921875,0
2025-07-31 04:26:00+00:00,24708.19921875,24708.55078125,24703.400390625,24703.400390625,0
2025-07-31 04:27:00+00:00,24693.349609375,24709.349609375,24693.349609375,24708.55078125,0
2025-07-31 04:28:00+00:00,24694.55078125,24696.25,24690.599609375,24693.0,0
2025-07-31 04:29:00+00:00,24694.099609375,24696.400390625,24691.150390625,24694.05078125,0
2025-07-31 04:30:00+00:00,24668.099609375,24693.75,24666.400390625,24692.75,0
2025-07-31 04:31:00+00:00,24670.900390625,24676.099609375,24661.55078125,24667.75,0
2025-07-31 04:32:00+00:00,24654.849609375,24671.94921875,24653.900390625,24671.400390625,0
2025-07-31 04:33:00+00:00,24656.650390625,24659.099609375,24653.599609375,24654.69921875,0
2025-07-31 04:34:00+00:00,24661.900390625,24663.75,24654.05078125,24656.5,0
2025-07-31 04:35:00+00:00,24666.44921875,24668.099609375,24659.5,24660.94921875,0
2025-07-31 04:36:00+00:00,24666.69921875,24668.30078125,24663.599609375,24666.650390625,0
2025-07-31 04:37:00+00:00,24682.599609375,24682.599609375,24667.44921875,24667.44921875,0
2025-07-31 04:38:00+00:00,24679.44921875,24687.0,24679.44921875,24682.75,0
2025-07-31 04:39:00+00:00,24678.150390625,24682.900390625,24677.69921875,24679.099609375,0
2025-07-31 04:40:00+00:00,24672.5,24678.75,24667.349609375,24678.099609375,0
