Price,Close,High,Low,Open,Volume
Ticker,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK
Datetime,,,,,
2025-04-25 04:00:00+00:00,54727.5,55107.6484375,54655.3984375,55095.3515625,0
2025-04-25 04:30:00+00:00,54513.94921875,54735.6015625,54485.1484375,54735.6015625,0
2025-04-25 05:00:00+00:00,54356.19921875,54536.8984375,54349.19921875,54515.19921875,0
2025-04-25 05:30:00+00:00,54369.8984375,54465.25,54318.44921875,54354.5,0
2025-04-25 06:00:00+00:00,54233.55078125,54414.69921875,54181.8515625,54368.1015625,0
2025-04-25 06:30:00+00:00,54457.05078125,54470.30078125,54215.75,54236.5,0
2025-04-25 07:00:00+00:00,54563.3515625,54579.44921875,54415.25,54461.25,0
2025-04-25 07:30:00+00:00,54592.6015625,54660.1484375,54500.94921875,54562.05078125,0
2025-04-25 08:00:00+00:00,54900.30078125,54901.44921875,54584.1015625,54588.75,0
2025-04-25 08:30:00+00:00,54802.80078125,54911.0,54678.80078125,54898.1015625,0
2025-04-25 09:00:00+00:00,54754.3984375,54810.25,54635.80078125,54799.6015625,0
2025-04-25 09:30:00+00:00,54552.44921875,54774.8984375,54535.80078125,54751.8515625,0
2025-04-28 04:00:00+00:00,55240.8515625,55281.30078125,55063.0,55063.0,0
2025-04-28 04:30:00+00:00,55202.19921875,55327.80078125,55142.30078125,55234.69921875,0
2025-04-28 05:00:00+00:00,55270.69921875,55312.05078125,55199.8984375,55199.8984375,0
2025-04-28 05:30:00+00:00,55202.3984375,55287.05078125,55121.6015625,55270.8984375,0
2025-04-28 06:00:00+00:00,55339.05078125,55390.8984375,55196.44921875,55208.44921875,0
2025-04-28 06:30:00+00:00,55500.6484375,55509.1015625,55314.55078125,55338.3515625,0
2025-04-28 07:00:00+00:00,55543.6015625,55576.75,55443.69921875,55505.30078125,0
2025-04-28 07:30:00+00:00,55469.5,55558.55078125,55423.1484375,55547.0,0
2025-04-28 08:00:00+00:00,55470.1484375,55520.6484375,55439.3984375,55479.1484375,0
2025-04-28 08:30:00+00:00,55415.0,55527.1015625,55402.6484375,55465.3515625,0
2025-04-28 09:00:00+00:00,55431.1015625,55468.30078125,55316.1484375,55420.75,0
2025-04-28 09:30:00+00:00,55428.1015625,55488.8515625,55377.5,55430.3515625,0
2025-04-29 04:00:00+00:00,55676.30078125,55866.0,55473.8515625,55792.05078125,0
