Price,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Datetime,,,,,
2025-04-28 03:45:00+00:00,24275.849609375,24279.05078125,24059.150390625,24071.69921875,0
2025-04-28 04:45:00+00:00,24235.0,24282.900390625,24227.75,24276.0,0
2025-04-28 05:45:00+00:00,24289.650390625,24296.5,24210.75,24236.19921875,0
2025-04-28 06:45:00+00:00,24339.0,24354.75,24286.94921875,24292.30078125,0
2025-04-28 07:45:00+00:00,24350.599609375,24352.30078125,24319.900390625,24341.849609375,0
2025-04-28 08:45:00+00:00,24324.099609375,24353.69921875,24260.900390625,24352.599609375,0
2025-04-28 09:45:00+00:00,24312.900390625,24337.75,24309.55078125,24325.599609375,0
2025-04-29 03:45:00+00:00,24351.55078125,24456.849609375,24291.0,24370.69921875,0
2025-04-29 04:45:00+00:00,24356.05078125,24369.849609375,24305.5,24351.30078125,0
2025-04-29 05:45:00+00:00,24316.599609375,24360.349609375,24302.44921875,24356.55078125,0
2025-04-29 06:45:00+00:00,24356.849609375,24369.5,24304.099609375,24316.400390625,0
2025-04-29 07:45:00+00:00,24365.94921875,24376.05078125,24341.349609375,24355.44921875,0
2025-04-29 08:45:00+00:00,24326.44921875,24368.30078125,24324.44921875,24366.900390625,0
2025-04-29 09:45:00+00:00,24325.44921875,24348.5,24310.599609375,24326.19921875,0
2025-04-30 03:45:00+00:00,24353.349609375,24395.150390625,24270.349609375,24342.05078125,0
2025-04-30 04:45:00+00:00,24329.650390625,24362.94921875,24290.400390625,24353.75,0
2025-04-30 05:45:00+00:00,24344.75,24371.599609375,24313.55078125,24329.94921875,0
2025-04-30 06:45:00+00:00,24334.5,24365.0,24326.69921875,24344.94921875,0
2025-04-30 07:45:00+00:00,24340.650390625,24353.25,24327.44921875,24333.80078125,0
2025-04-30 08:45:00+00:00,24349.400390625,24395.80078125,24324.150390625,24340.650390625,0
2025-04-30 09:45:00+00:00,24243.44921875,24353.150390625,24230.099609375,24348.849609375,0
2025-05-02 03:45:00+00:00,24581.94921875,24588.650390625,24313.0,24320.349609375,0
2025-05-02 04:45:00+00:00,24422.900390625,24587.25,24404.69921875,24581.849609375,0
2025-05-02 05:45:00+00:00,24315.0,24443.05078125,24303.05078125,24424.650390625,0
2025-05-02 06:45:00+00:00,24297.0,24314.150390625,24239.30078125,24314.05078125,0
2025-05-02 07:45:00+00:00,24373.55078125,24412.19921875,24296.25,24297.05078125,0
2025-05-02 08:45:00+00:00,24367.150390625,24397.75,24286.900390625,24372.44921875,0
2025-05-02 09:45:00+00:00,24313.650390625,24368.150390625,24309.849609375,24365.44921875,0
2025-05-05 03:45:00+00:00,24479.099609375,24510.599609375,24403.099609375,24411.44921875,0
2025-05-05 04:45:00+00:00,24486.19921875,24526.19921875,24459.650390625,24479.80078125,0
2025-05-05 05:45:00+00:00,24448.69921875,24495.900390625,24414.44921875,24487.19921875,0
2025-05-05 06:45:00+00:00,24451.05078125,24477.0,24430.0,24448.69921875,0
2025-05-05 07:45:00+00:00,24472.900390625,24492.900390625,24434.05078125,24451.25,0
2025-05-05 08:45:00+00:00,24448.30078125,24492.150390625,24442.150390625,24473.900390625,0
2025-05-05 09:45:00+00:00,24459.5,24475.19921875,24447.5,24448.599609375,0
2025-05-06 03:45:00+00:00,24389.69921875,24501.400390625,24380.650390625,24501.400390625,0
2025-05-06 04:45:00+00:00,24387.94921875,24406.150390625,24369.19921875,24388.69921875,0
2025-05-06 05:45:00+00:00,24392.19921875,24396.849609375,24356.94921875,24388.099609375,0
2025-05-06 06:45:00+00:00,24383.25,24402.05078125,24367.05078125,24390.400390625,0
2025-05-06 07:45:00+00:00,24389.05078125,24408.400390625,24376.0,24382.80078125,0
2025-05-06 08:45:00+00:00,24387.650390625,24400.650390625,24356.400390625,24387.25,0
2025-05-06 09:45:00+00:00,24335.900390625,24389.25,24332.75,24387.69921875,0
2025-05-07 03:45:00+00:00,24304.099609375,24449.349609375,24224.650390625,24224.650390625,0
2025-05-07 04:45:00+00:00,24372.599609375,24373.75,24285.0,24303.5,0
2025-05-07 05:45:00+00:00,24374.849609375,24430.400390625,24349.75,24372.5,0
2025-05-07 06:45:00+00:00,24362.05078125,24400.400390625,24354.94921875,24374.650390625,0
2025-05-07 07:45:00+00:00,24406.900390625,24422.94921875,24345.349609375,24362.0,0
2025-05-07 08:45:00+00:00,24407.05078125,24426.05078125,24367.849609375,24410.94921875,0
2025-05-07 09:45:00+00:00,24409.30078125,24425.05078125,24403.80078125,24406.80078125,0
2025-05-08 03:45:00+00:00,24391.849609375,24445.25,24373.849609375,24431.5,0
2025-05-08 04:45:00+00:00,24399.599609375,24412.30078125,24384.349609375,24391.55078125,0
2025-05-08 05:45:00+00:00,24403.55078125,24415.80078125,24396.69921875,24398.05078125,0
2025-05-08 06:45:00+00:00,24385.0,24411.19921875,24381.05078125,24403.400390625,0
2025-05-08 07:45:00+00:00,24317.5,24386.69921875,24314.400390625,24385.94921875,0
2025-05-08 08:45:00+00:00,24308.44921875,24357.30078125,24244.400390625,24316.94921875,0
2025-05-08 09:45:00+00:00,24153.19921875,24310.900390625,24151.44921875,24309.150390625,0
