Price,Close,High,Low,Open,Volume
Ticker,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK
Datetime,,,,,
2025-07-31 03:45:00+00:00,55879.3515625,55956.8984375,55751.05078125,55755.69921875,0
2025-07-31 03:46:00+00:00,55820.69921875,55884.25,55820.0,55881.25,0
2025-07-31 03:47:00+00:00,55811.69921875,55830.3515625,55757.75,55821.1015625,0
2025-07-31 03:48:00+00:00,55850.1015625,55861.1015625,55804.19921875,55815.1484375,0
2025-07-31 03:49:00+00:00,55835.05078125,55860.05078125,55822.44921875,55854.05078125,0
2025-07-31 03:50:00+00:00,55854.8515625,55881.3984375,55808.8984375,55834.05078125,0
2025-07-31 03:51:00+00:00,55842.8515625,55884.44921875,55832.8515625,55861.1015625,0
2025-07-31 03:52:00+00:00,55839.69921875,55850.6484375,55803.1015625,55847.55078125,0
2025-07-31 03:53:00+00:00,55864.1484375,55900.44921875,55839.69921875,55844.69921875,0
2025-07-31 03:54:00+00:00,55874.55078125,55876.8515625,55851.25,55865.25,0
2025-07-31 03:55:00+00:00,55832.0,55879.69921875,55817.94921875,55873.75,0
2025-07-31 03:56:00+00:00,55865.30078125,55866.44921875,55829.80078125,55832.8515625,0
2025-07-31 03:57:00+00:00,55887.6484375,55900.80078125,55861.1484375,55861.1484375,0
2025-07-31 03:58:00+00:00,55879.30078125,55894.30078125,55866.75,55887.3984375,0
2025-07-31 03:59:00+00:00,55864.69921875,55886.19921875,55854.44921875,55880.1015625,0
2025-07-31 04:00:00+00:00,55843.55078125,55866.25,55821.8984375,55864.05078125,0
2025-07-31 04:01:00+00:00,55859.0,55863.69921875,55818.8984375,55842.8515625,0
2025-07-31 04:02:00+00:00,55872.3984375,55883.25,55858.30078125,55860.25,0
2025-07-31 04:03:00+00:00,55839.8515625,55876.80078125,55835.8515625,55867.5,0
2025-07-31 04:04:00+00:00,55857.6015625,55859.0,55833.25,55839.6015625,0
2025-07-31 04:05:00+00:00,55836.30078125,55863.6015625,55829.6015625,55858.80078125,0
2025-07-31 04:06:00+00:00,55824.6484375,55843.30078125,55819.6484375,55836.30078125,0
2025-07-31 04:07:00+00:00,55844.55078125,55851.8984375,55821.44921875,55825.1015625,0
2025-07-31 04:08:00+00:00,55817.75,55845.6015625,55815.3984375,55845.6015625,0
2025-07-31 04:09:00+00:00,55814.3515625,55820.75,55803.25,55817.25,0
