Price,Close,High,Low,Open,Volume
Ticker,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK
Datetime,,,,,
2025-04-25 03:45:00+00:00,55093.6484375,55349.6484375,54878.0,55225.1484375,0
2025-04-25 04:00:00+00:00,54846.94921875,55107.6484375,54789.75,55095.3515625,0
2025-04-25 04:15:00+00:00,54727.5,54855.75,54655.3984375,54846.6015625,0
2025-04-25 04:30:00+00:00,54668.55078125,54735.6015625,54485.1484375,54735.6015625,0
2025-04-25 04:45:00+00:00,54513.94921875,54698.6015625,54504.94921875,54669.75,0
2025-04-25 05:00:00+00:00,54450.6015625,54536.8984375,54414.6484375,54515.19921875,0
2025-04-25 05:15:00+00:00,54356.19921875,54505.5,54349.19921875,54442.6484375,0
2025-04-25 05:30:00+00:00,54411.8515625,54465.25,54321.44921875,54354.5,0
2025-04-25 05:45:00+00:00,54369.8984375,54435.25,54318.44921875,54418.0,0
2025-04-25 06:00:00+00:00,54368.6015625,54414.69921875,54322.69921875,54368.1015625,0
2025-04-25 06:15:00+00:00,54233.55078125,54372.94921875,54181.8515625,54372.94921875,0
2025-04-25 06:30:00+00:00,54377.44921875,54398.80078125,54215.75,54236.5,0
2025-04-25 06:45:00+00:00,54457.05078125,54470.30078125,54333.25,54377.6015625,0
2025-04-25 07:00:00+00:00,54420.5,54511.75,54415.25,54461.25,0
2025-04-25 07:15:00+00:00,54563.3515625,54579.44921875,54416.80078125,54420.30078125,0
2025-04-25 07:30:00+00:00,54605.69921875,54616.69921875,54500.94921875,54562.05078125,0
2025-04-25 07:45:00+00:00,54592.6015625,54660.1484375,54579.19921875,54605.55078125,0
2025-04-25 08:00:00+00:00,54711.80078125,54722.6484375,54584.1015625,54588.75,0
2025-04-25 08:15:00+00:00,54900.30078125,54901.44921875,54713.1484375,54716.6015625,0
2025-04-25 08:30:00+00:00,54774.1484375,54911.0,54678.80078125,54898.1015625,0
2025-04-25 08:45:00+00:00,54802.80078125,54870.69921875,54767.30078125,54773.25,0
2025-04-25 09:00:00+00:00,54688.6015625,54810.25,54642.3984375,54799.6015625,0
2025-04-25 09:15:00+00:00,54754.3984375,54797.94921875,54635.80078125,54684.5,0
2025-04-25 09:30:00+00:00,54694.6484375,54774.8984375,54669.55078125,54751.8515625,0
2025-04-25 09:45:00+00:00,54552.44921875,54696.5,54535.80078125,54695.05078125,0
